PAC,CID,CRPName,Distid,Total,,
American Crystal Sugar,N00042164,"Van Drew, Jeff",NJ02,"$10,000",,
American Crystal Sugar,N00033539,"Weber, Randy",TX14,"$10,000",,
American Crystal Sugar,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Citizens Organized PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
ConocoPhillips,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Eastman Chemical,N00031647,"Kelly, Mike",PA16,"$15,000",,
Eastman Chemical,N00009660,"Scalise, Steve",LA01,"$10,000",,
Eastman Chemical,N00035523,"Stefanik, Elise",NY21,"$10,000",,
National Apartment Assn,N00025219,"Burgess, Michael",TX26,"$10,000",,
National Apartment Assn,N00042237,"Gooden, Lance",TX05,"$10,000",,
National Apartment Assn,N00013323,"Graves, Sam",MO06,"$10,000",,
National Apartment Assn,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
National Apartment Assn,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
National Apartment Assn,N00035691,"Palmer, Gary",AL06,"$10,000",,
National Apartment Assn,N00034120,"Perry, Scott",PA10,"$10,000",,
National Apartment Assn,N00041871,"Reschenthaler, Guy",PA14,"$10,000",,
National Apartment Assn,N00045167,"Van Duyne, Beth",TX24,"$10,000",,
National Apartment Assn,N00030602,"Williams, Roger",TX25,"$10,000",,
National Apartment Assn,N00042240,"Wright, Ron",TX06,"$10,000",,
Johnson Controls,N00024759,"Rogers, Mike D",AL03,"$10,000",,
National Electrical Contractors Assn,N00035420,"Bost, Mike",IL12,"$15,000",,
National Electrical Contractors Assn,N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
National Electrical Contractors Assn,N00013323,"Graves, Sam",MO06,"$15,000",,
National Electrical Contractors Assn,N00032088,"Johnson, Bill",OH06,"$10,000",,
National Electrical Contractors Assn,N00043242,"Joyce, John",PA13,"$15,000",,
National Electrical Contractors Assn,N00037034,"Marshall, Roger",KSS1,"$10,000",,
National Electrical Contractors Assn,N00037269,"Mast, Brian",FL18,"$10,000",,
National Electrical Contractors Assn,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
National Electrical Contractors Assn,N00041542,"Miller, Carol",WV03,"$10,000",,
National Electrical Contractors Assn,N00041871,"Reschenthaler, Guy",PA14,"$25,000",,
National Electrical Contractors Assn,N00026368,"Walberg, Tim",MI07,"$15,000",,
National Electrical Contractors Assn,N00029404,"Zeldin, Lee",NY01,"$17,500",,
Vulcan Materials,N00003028,"Aderholt, Robert B",AL04,"$10,000",,
WestRock Co,N00033720,"Allen, Richard W",GA12,"$14,000",,
Locke Lord LLP,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Locke Lord LLP,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Massachusetts Mutual Life Insurance,N00038285,"Arrington, Jodey",TX19,"$15,000",,
Massachusetts Mutual Life Insurance,N00039551,"Budd, Ted",NC13,"$10,000",,
Massachusetts Mutual Life Insurance,N00040712,"Estes, Ron",KS04,"$10,000",,
Massachusetts Mutual Life Insurance,N00033630,"Hudson, Richard",NC08,"$12,500",,
Massachusetts Mutual Life Insurance,N00031647,"Kelly, Mike",PA16,"$12,500",,
Massachusetts Mutual Life Insurance,N00025445,"Kustoff, David",TN08,"$10,000",,
Massachusetts Mutual Life Insurance,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Massachusetts Mutual Life Insurance,N00028152,"McCarthy, Kevin",CA23,"$11,000",,
Massachusetts Mutual Life Insurance,N00007248,"Nunes, Devin",CA22,"$12,500",,
Massachusetts Mutual Life Insurance,N00033832,"Rice, Tom",SC07,"$14,000",,
Massachusetts Mutual Life Insurance,N00009660,"Scalise, Steve",LA01,"$20,000",,
Massachusetts Mutual Life Insurance,N00027623,"Smith, Adrian",NE03,"$10,000",,
Massachusetts Mutual Life Insurance,N00035282,"Smith, Jason",MO08,"$12,500",,
Massachusetts Mutual Life Insurance,N00026368,"Walberg, Tim",MI07,"$10,000",,
Massachusetts Mutual Life Insurance,N00029404,"Zeldin, Lee",NY01,"$12,500",,
Georgia Power,N00035346,"Carter, Buddy",GA01,"$15,000",,
Exxon Mobil,N00025219,"Burgess, Michael",TX26,"$10,000",,
Exxon Mobil,N00030752,"Duncan, Jeff",SC03,"$10,000",,
Exxon Mobil,N00033630,"Hudson, Richard",NC08,"$10,000",,
Exxon Mobil,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Exxon Mobil,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Exxon Mobil,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Exxon Mobil,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Exxon Mobil,N00041871,"Reschenthaler, Guy",PA14,"$10,000",,
Exxon Mobil,N00009660,"Scalise, Steve",LA01,"$10,000",,
Safari Club International,N00030676,"Long, Billy",MO07,"$10,000",,
Safari Club International,N00009660,"Scalise, Steve",LA01,"$10,000",,
Textron Inc,N00007099,"Calvert, Ken",CA42,"$14,000",,
Textron Inc,N00040712,"Estes, Ron",KS04,"$17,000",,
Textron Inc,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Textron Inc,N00009660,"Scalise, Steve",LA01,"$12,500",,
Intel Corp,N00039293,"Biggs, Andy",AZ05,"$10,000",,
Intel Corp,N00035523,"Stefanik, Elise",NY21,"$10,000",,
Intel Corp,N00030602,"Williams, Roger",TX25,"$10,000",,
National Assn of Convenience Stores,N00003028,"Aderholt, Robert B",AL04,"$10,000",,
National Assn of Convenience Stores,N00030752,"Duncan, Jeff",SC03,"$10,000",,
National Assn of Convenience Stores,N00033630,"Hudson, Richard",NC08,"$10,000",,
National Assn of Convenience Stores,N00007017,"Issa, Darrell",CA50,"$10,000",,
National Assn of Convenience Stores,N00005559,"Lucas, Frank D",OK03,"$10,000",,
National Assn of Convenience Stores,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
National Assn of Convenience Stores,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
National Assn of Convenience Stores,N00041956,"Pence, Greg",IN06,"$10,000",,
National Assn of Convenience Stores,N00009660,"Scalise, Steve",LA01,"$20,000",,
National Assn of Convenience Stores,N00029736,"Thompson, Glenn",PA15,"$17,500",,
Prudential Financial,N00007248,"Nunes, Devin",CA22,"$10,000",,
Prudential Financial,N00026368,"Walberg, Tim",MI07,"$10,000",,
Prudential Financial,N00031226,"Walorski, Jackie",IN02,"$10,000",,
US Israel PAC,N00029404,"Zeldin, Lee",NY01,"$10,000",,
American Conservative Union,N00027894,"Jordan, Jim",OH04,"$10,000",,
National Multifamily Housing Council,N00043298,"Hyde-Smith, Cindy",MSS1,"$12,500",,
National Multifamily Housing Council,N00039106,"Johnson, Mike",LA04,"$14,500",,
National Multifamily Housing Council,N00031647,"Kelly, Mike",PA16,"$15,000",,
National Multifamily Housing Council,N00035347,"Loudermilk, Barry",GA11,"$10,000",,
National Multifamily Housing Council,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
National Multifamily Housing Council,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
National Multifamily Housing Council,N00035691,"Palmer, Gary",AL06,"$10,000",,
National Multifamily Housing Council,N00009660,"Scalise, Steve",LA01,"$10,000",,
National Multifamily Housing Council,N00035282,"Smith, Jason",MO08,"$15,000",,
National Multifamily Housing Council,N00035523,"Stefanik, Elise",NY21,"$13,000",,
Aircraft Owners & Pilots Assn,N00013323,"Graves, Sam",MO06,"$20,000",,
Farmers Group,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Farmers Group,N00035523,"Stefanik, Elise",NY21,"$11,000",,
Kansas City Southern,N00013323,"Graves, Sam",MO06,"$15,000",,
Oklahoma Bankers Assn,N00044579,"Bice, Stephanie",OK05,"$10,000",,
American College of Emergency Physicians,N00025219,"Burgess, Michael",TX26,"$15,000",,
American College of Emergency Physicians,N00046055,"Jackson, Ronny",TX13,"$10,000",,
American College of Emergency Physicians,N00032088,"Johnson, Bill",OH06,"$10,000",,
American College of Emergency Physicians,N00044027,"Murphy, Greg",NC03,"$11,500",,
American College of Emergency Physicians,N00035523,"Stefanik, Elise",NY21,"$10,500",,
FirstEnergy Corp,N00032029,"Griffith, Morgan",VA09,"$10,000",,
FirstEnergy Corp,N00032088,"Johnson, Bill",OH06,"$15,000",,
FirstEnergy Corp,N00043242,"Joyce, John",PA13,"$10,000",,
FirstEnergy Corp,N00031647,"Kelly, Mike",PA16,"$10,000",,
FirstEnergy Corp,N00029416,"Meuser, Dan",PA09,"$10,000",,
FirstEnergy Corp,N00041542,"Miller, Carol",WV03,"$12,000",,
FirstEnergy Corp,N00033814,"Mooney, Alex",WV02,"$10,000",,
FirstEnergy Corp,N00038781,"Smucker, Lloyd",PA11,"$10,000",,
FirstEnergy Corp,N00029736,"Thompson, Glenn",PA15,"$15,000",,
Exelon Corp,N00035420,"Bost, Mike",IL12,"$10,000",,
Exelon Corp,N00029147,"Harris, Andy",MD01,"$10,000",,
Exelon Corp,N00028152,"McCarthy, Kevin",CA23,"$12,500",,
Exelon Corp,N00034120,"Perry, Scott",PA10,"$10,000",,
Exelon Corp,N00009660,"Scalise, Steve",LA01,"$10,000",,
Exelon Corp,N00038781,"Smucker, Lloyd",PA11,"$17,500",,
Jacobs Engineering Group,N00003028,"Aderholt, Robert B",AL04,"$17,500",,
Jacobs Engineering Group,N00007099,"Calvert, Ken",CA42,"$16,000",,
Jacobs Engineering Group,N00030815,"Fleischmann, Chuck",TN03,"$20,000",,
Jacobs Engineering Group,N00031958,"Palazzo, Steven",MS04,"$12,000",,
Jacobs Engineering Group,N00029662,"Posey, Bill",FL08,"$10,000",,
BBVA USA,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
BBVA USA,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Boeing Co,N00003028,"Aderholt, Robert B",AL04,"$10,000",,
Boeing Co,N00039533,"Bergman, John",MI01,"$10,000",,
Boeing Co,N00039293,"Biggs, Andy",AZ05,"$10,000",,
Boeing Co,N00035420,"Bost, Mike",IL12,"$10,000",,
Boeing Co,N00030910,"Brooks, Mo",AL05,"$10,000",,
Boeing Co,N00007099,"Calvert, Ken",CA42,"$20,000",,
Boeing Co,N00025726,"Cole, Tom",OK04,"$15,000",,
Boeing Co,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Boeing Co,N00013323,"Graves, Sam",MO06,"$15,000",,
Boeing Co,N00031005,"Hartzler, Vicky",MO04,"$20,000",,
Boeing Co,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Boeing Co,N00031647,"Kelly, Mike",PA16,"$10,000",,
Boeing Co,N00037003,"Kelly, Trent",MS01,"$10,000",,
Boeing Co,N00028133,"Lamborn, Douglas L",CO05,"$10,000",,
Boeing Co,N00005559,"Lucas, Frank D",OK03,"$15,000",,
Boeing Co,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Boeing Co,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Boeing Co,N00007248,"Nunes, Devin",CA22,"$20,000",,
Boeing Co,N00031958,"Palazzo, Steven",MS04,"$10,000",,
Boeing Co,N00033832,"Rice, Tom",SC07,"$10,000",,
Boeing Co,N00003473,"Rogers, Hal",KY05,"$16,000",,
Boeing Co,N00024759,"Rogers, Mike D",AL03,"$15,000",,
Boeing Co,N00009660,"Scalise, Steve",LA01,"$15,000",,
Boeing Co,N00035523,"Stefanik, Elise",NY21,"$20,000",,
Boeing Co,N00033932,"Stewart, Chris",UT02,"$15,000",,
Boeing Co,N00024809,"Wilson, Joe",SC02,"$20,000",,
Mississippi Power,N00043298,"Hyde-Smith, Cindy",MSS1,"$15,000",,
Mississippi Power,N00037003,"Kelly, Trent",MS01,"$10,000",,
Appraisal Institute,N00030026,"Luetkemeyer, Blaine",MO03,"$25,500",,
Sanofi US,N00031647,"Kelly, Mike",PA16,"$10,000",,
National Beer Wholesalers Assn,N00025726,"Cole, Tom",OK04,"$10,000",,
National Beer Wholesalers Assn,N00037442,"Dunn, Neal",FL02,"$10,000",,
National Beer Wholesalers Assn,N00013323,"Graves, Sam",MO06,"$17,500",,
National Beer Wholesalers Assn,N00040829,"Hern, Kevin",OK01,"$12,500",,
National Beer Wholesalers Assn,N00033630,"Hudson, Richard",NC08,"$10,000",,
National Beer Wholesalers Assn,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
National Beer Wholesalers Assn,N00032088,"Johnson, Bill",OH06,"$10,000",,
National Beer Wholesalers Assn,N00039106,"Johnson, Mike",LA04,"$23,000",,
National Beer Wholesalers Assn,N00027894,"Jordan, Jim",OH04,"$15,000",,
National Beer Wholesalers Assn,N00031647,"Kelly, Mike",PA16,"$10,000",,
National Beer Wholesalers Assn,N00005559,"Lucas, Frank D",OK03,"$10,000",,
National Beer Wholesalers Assn,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
National Beer Wholesalers Assn,N00037034,"Marshall, Roger",KSS1,"$10,000",,
National Beer Wholesalers Assn,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
National Beer Wholesalers Assn,N00035691,"Palmer, Gary",AL06,"$10,000",,
National Beer Wholesalers Assn,N00009660,"Scalise, Steve",LA01,"$15,000",,
National Beer Wholesalers Assn,N00035523,"Stefanik, Elise",NY21,"$10,000",,
National Beer Wholesalers Assn,N00030602,"Williams, Roger",TX25,"$10,000",,
Southern Co,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Southern Co,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Southern Co,N00042715,"Timmons, William",SC04,"$10,000",,
Southern Co Gas,N00029459,"Wittman, Rob",VA01,"$10,000",,
American Staffing Assn,N00035523,"Stefanik, Elise",NY21,"$13,500",,
Farmers' Rice Cooperative,N00030743,"Mann, Tracey",KS01,"$15,000",,
Farmers' Rice Cooperative,N00037034,"Marshall, Roger",KSS1,"$10,000",,
American Council of Life Insurers,N00031647,"Kelly, Mike",PA16,"$10,000",,
American Council of Life Insurers,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
American Council of Life Insurers,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
American Council of Life Insurers,N00009660,"Scalise, Steve",LA01,"$10,000",,
American Council of Life Insurers,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Wine & Spirits Wholesalers of America,N00025337,"Diaz-Balart, Mario",FL25,"$15,000",,
Wine & Spirits Wholesalers of America,N00013323,"Graves, Sam",MO06,"$18,623",,
Wine & Spirits Wholesalers of America,N00031647,"Kelly, Mike",PA16,"$11,999",,
Wine & Spirits Wholesalers of America,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Wine & Spirits Wholesalers of America,N00007248,"Nunes, Devin",CA22,"$12,500",,
Wine & Spirits Wholesalers of America,N00009660,"Scalise, Steve",LA01,"$20,000",,
Wine & Spirits Wholesalers of America,N00035282,"Smith, Jason",MO08,"$19,999",,
Crowley Maritime,N00039777,"Rutherford, John",FL04,"$10,000",,
Caterpillar Inc,N00013323,"Graves, Sam",MO06,"$10,000",,
Caterpillar Inc,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Caterpillar Inc,N00031226,"Walorski, Jackie",IN02,"$10,000",,
National Venture Capital Assn,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Cubic Corp,N00003028,"Aderholt, Robert B",AL04,"$10,000",,
Cubic Corp,N00039533,"Bergman, John",MI01,"$10,000",,
Cubic Corp,N00007099,"Calvert, Ken",CA42,"$10,000",,
Cubic Corp,N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
Cubic Corp,N00013323,"Graves, Sam",MO06,"$10,000",,
Cubic Corp,N00003473,"Rogers, Hal",KY05,"$10,000",,
New York Life Insurance,N00025095,"Carter, John",TX31,"$10,000",,
New York Life Insurance,N00003689,"Chabot, Steve",OH01,"$10,000",,
New York Life Insurance,N00026166,"Foxx, Virginia",NC05,"$10,000",,
New York Life Insurance,N00031390,"Hagedorn, Jim",MN01,"$10,000",,
New York Life Insurance,N00033630,"Hudson, Richard",NC08,"$14,500",,
New York Life Insurance,N00031647,"Kelly, Mike",PA16,"$12,500",,
New York Life Insurance,N00035347,"Loudermilk, Barry",GA11,"$10,000",,
New York Life Insurance,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
New York Life Insurance,N00037269,"Mast, Brian",FL18,"$10,000",,
New York Life Insurance,N00007248,"Nunes, Devin",CA22,"$10,000",,
New York Life Insurance,N00027623,"Smith, Adrian",NE03,"$17,500",,
New York Life Insurance,N00035282,"Smith, Jason",MO08,"$20,000",,
New York Life Insurance,N00035523,"Stefanik, Elise",NY21,"$12,000",,
New York Life Insurance,N00042715,"Timmons, William",SC04,"$10,000",,
New York Life Insurance,N00042164,"Van Drew, Jeff",NJ02,"$10,000",,
New York Life Insurance,N00029404,"Zeldin, Lee",NY01,"$20,000",,
Drummond Co,N00044434,"Tuberville, Tommy",ALS1,"$10,000",,
GuideWell,N00037269,"Mast, Brian",FL18,"$10,000",,
Protective Life Corp,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Protective Life Corp,N00044434,"Tuberville, Tommy",ALS1,"$10,000",,
National Community Action Foundation,N00030676,"Long, Billy",MO07,"$10,000",,
National Community Action Foundation,N00035523,"Stefanik, Elise",NY21,"$17,500",,
National Community Action Foundation,N00029736,"Thompson, Glenn",PA15,"$10,500",,
CSX Corp,N00030770,"Crawford, Rick",AR01,"$15,000",,
CSX Corp,N00033085,"Cruz, Ted",TXS2,"$10,000",,
CSX Corp,N00013323,"Graves, Sam",MO06,"$15,000",,
CSX Corp,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
CSX Corp,N00009660,"Scalise, Steve",LA01,"$10,000",,
CSX Corp,N00043290,"Scott, Rick",FLS1,"$10,000",,
USAA,N00030026,"Luetkemeyer, Blaine",MO03,"$15,000",,
USAA,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
USAA,N00009660,"Scalise, Steve",LA01,"$10,000",,
Republican Main Street Partnership,N00035420,"Bost, Mike",IL12,"$17,500",,
Huntington Bancshares,N00003689,"Chabot, Steve",OH01,"$10,500",,
Huntington Bancshares,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Huntington Bancshares,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Southern Minn Beet Sugar Co-Op,N00031390,"Hagedorn, Jim",MN01,"$10,000",,
National Assn of Mutual Insurance Companies,N00039551,"Budd, Ted",NC13,"$13,500",,
National Assn of Mutual Insurance Companies,N00042237,"Gooden, Lance",TX05,"$10,000",,
National Assn of Mutual Insurance Companies,N00033630,"Hudson, Richard",NC08,"$10,000",,
National Assn of Mutual Insurance Companies,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
National Assn of Mutual Insurance Companies,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
National Assn of Mutual Insurance Companies,N00033814,"Mooney, Alex",WV02,"$10,000",,
National Assn of Mutual Insurance Companies,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Holland & Knight,N00009660,"Scalise, Steve",LA01,"$11,500",,
Liberty Mutual Insurance,N00039551,"Budd, Ted",NC13,"$10,000",,
Liberty Mutual Insurance,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Bass Brothers Enterprises,N00030602,"Williams, Roger",TX25,"$10,000",,
American Assn of Crop Insurers,N00029736,"Thompson, Glenn",PA15,"$12,500",,
American Assn of Nurse Anesthetists,N00039533,"Bergman, John",MI01,"$10,000",,
American Assn of Nurse Anesthetists,N00039293,"Biggs, Andy",AZ05,"$10,000",,
American Assn of Nurse Anesthetists,N00013323,"Graves, Sam",MO06,"$12,500",,
American Assn of Nurse Anesthetists,N00040829,"Hern, Kevin",OK01,"$10,000",,
PG&E Corp,N00007099,"Calvert, Ken",CA42,"$15,000",,
PG&E Corp,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
PG&E Corp,N00007248,"Nunes, Devin",CA22,"$13,500",,
BancorpSouth Bank,N00037003,"Kelly, Trent",MS01,"$10,000",,
PNC Financial Services,N00033630,"Hudson, Richard",NC08,"$10,000",,
PNC Financial Services,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Verizon Communications,N00030676,"Long, Billy",MO07,"$10,000",,
Verizon Communications,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Verizon Communications,N00009660,"Scalise, Steve",LA01,"$20,000",,
National Tank Truck Carriers Inc,N00041956,"Pence, Greg",IN06,"$10,000",,
H&R Block,N00040712,"Estes, Ron",KS04,"$11,000",,
H&R Block,N00041620,"Hawley, Josh",MOS2,"$10,000",,
Bank Policy Institute,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Farm Credit Council,N00038285,"Arrington, Jodey",TX19,"$10,000",,
Farm Credit Council,N00030770,"Crawford, Rick",AR01,"$20,000",,
Farm Credit Council,N00032029,"Griffith, Morgan",VA09,"$30,000",,
Farm Credit Council,N00043298,"Hyde-Smith, Cindy",MSS1,"$13,000",,
Farm Credit Council,N00005559,"Lucas, Frank D",OK03,"$15,000",,
Farm Credit Council,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Farm Credit Council,N00029736,"Thompson, Glenn",PA15,"$20,000",,
Blue Cross & Blue Shield Assn,N00044575,"Jacobs, Chris",NY27,"$10,000",,
Blue Cross & Blue Shield Assn,N00039106,"Johnson, Mike",LA04,"$12,000",,
Blue Cross & Blue Shield Assn,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Blue Cross & Blue Shield Assn,N00035523,"Stefanik, Elise",NY21,"$17,000",,
Blue Cross & Blue Shield Assn,N00044434,"Tuberville, Tommy",ALS1,"$10,000",,
American Academy of Ophthalmology,N00025219,"Burgess, Michael",TX26,"$17,500",,
American Academy of Ophthalmology,N00032029,"Griffith, Morgan",VA09,"$17,500",,
American Academy of Ophthalmology,N00029147,"Harris, Andy",MD01,"$13,500",,
American Academy of Ophthalmology,N00043242,"Joyce, John",PA13,"$12,500",,
American Academy of Ophthalmology,N00031647,"Kelly, Mike",PA16,"$10,000",,
American Academy of Ophthalmology,N00037034,"Marshall, Roger",KSS1,"$10,000",,
American Academy of Ophthalmology,N00028152,"McCarthy, Kevin",CA23,"$12,500",,
American Academy of Ophthalmology,N00044027,"Murphy, Greg",NC03,"$20,000",,
American Academy of Ophthalmology,N00009660,"Scalise, Steve",LA01,"$15,000",,
Hewlett Packard Enterprise,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Northwestern Mutual Life Insurance,N00045434,"Fitzgerald, Scott",WI05,"$10,000",,
Northwestern Mutual Life Insurance,N00035282,"Smith, Jason",MO08,"$10,000",,
Anthem Inc,N00025219,"Burgess, Michael",TX26,"$12,000",,
Anthem Inc,N00032088,"Johnson, Bill",OH06,"$10,000",,
Anthem Inc,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Anthem Inc,N00009660,"Scalise, Steve",LA01,"$20,000",,
Anthem Inc,N00035523,"Stefanik, Elise",NY21,"$10,000",,
Anthem Inc,N00031226,"Walorski, Jackie",IN02,"$15,000",,
American Pistachio Growers,N00007099,"Calvert, Ken",CA42,"$13,000",,
Genentech Inc,N00025219,"Burgess, Michael",TX26,"$10,000",,
GlaxoSmithKline,N00033630,"Hudson, Richard",NC08,"$10,000",,
Health Care Service Corp,N00025726,"Cole, Tom",OK04,"$10,000",,
Health Care Service Corp,N00033410,"Mullin, Markwayne",OK02,"$10,000",,
Road to Freedom PAC,N00007099,"Calvert, Ken",CA42,"$10,000",,
Road to Freedom PAC,N00037269,"Mast, Brian",FL18,"$10,000",,
National Pork Producers Council,N00033527,"Rouzer, David",NC07,"$10,000",,
National Pork Producers Council,N00027623,"Smith, Adrian",NE03,"$10,000",,
Deere & Co,N00035420,"Bost, Mike",IL12,"$10,000",,
Deere & Co,N00026166,"Foxx, Virginia",NC05,"$10,000",,
Deere & Co,N00036135,"Graves, Garret",LA06,"$10,000",,
Deere & Co,N00013323,"Graves, Sam",MO06,"$10,000",,
Deere & Co,N00033630,"Hudson, Richard",NC08,"$10,000",,
Deere & Co,N00005559,"Lucas, Frank D",OK03,"$10,000",,
Deere & Co,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Deere & Co,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Deere & Co,N00007248,"Nunes, Devin",CA22,"$10,000",,
Deere & Co,N00033527,"Rouzer, David",NC07,"$10,000",,
Deere & Co,N00009660,"Scalise, Steve",LA01,"$10,000",,
Deere & Co,N00035523,"Stefanik, Elise",NY21,"$10,000",,
Deere & Co,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Ameren Corp,N00013323,"Graves, Sam",MO06,"$15,000",,
Ameren Corp,N00031005,"Hartzler, Vicky",MO04,"$10,000",,
Ameren Corp,N00030026,"Luetkemeyer, Blaine",MO03,"$14,500",,
Ameren Corp,N00035282,"Smith, Jason",MO08,"$10,000",,
AG Processing,N00027623,"Smith, Adrian",NE03,"$10,000",,
Alabama Peanut Producers Assn,N00044245,"Carl, Jerry",AL01,"$10,000",,
Deloitte LLP,N00003028,"Aderholt, Robert B",AL04,"$15,000",,
Deloitte LLP,N00007099,"Calvert, Ken",CA42,"$10,000",,
Deloitte LLP,N00013323,"Graves, Sam",MO06,"$10,000",,
Deloitte LLP,N00041620,"Hawley, Josh",MOS2,"$10,000",,
Deloitte LLP,N00033630,"Hudson, Richard",NC08,"$17,500",,
Deloitte LLP,N00031647,"Kelly, Mike",PA16,"$12,500",,
Deloitte LLP,N00026823,"Kennedy, John",LAS2,"$10,000",,
Deloitte LLP,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Deloitte LLP,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Deloitte LLP,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Deloitte LLP,N00007248,"Nunes, Devin",CA22,"$15,000",,
Deloitte LLP,N00033832,"Rice, Tom",SC07,"$14,500",,
Deloitte LLP,N00024759,"Rogers, Mike D",AL03,"$20,000",,
Deloitte LLP,N00009660,"Scalise, Steve",LA01,"$17,500",,
Deloitte LLP,N00027623,"Smith, Adrian",NE03,"$12,500",,
Deloitte LLP,N00035282,"Smith, Jason",MO08,"$10,000",,
Deloitte LLP,N00035523,"Stefanik, Elise",NY21,"$15,000",,
Deloitte LLP,N00031226,"Walorski, Jackie",IN02,"$10,000",,
LafargeHolcim,N00039533,"Bergman, John",MI01,"$10,000",,
L Brands,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
General Atomics,N00003028,"Aderholt, Robert B",AL04,"$15,000",,
General Atomics,N00007099,"Calvert, Ken",CA42,"$20,000",,
General Atomics,N00025095,"Carter, John",TX31,"$10,000",,
General Atomics,N00025726,"Cole, Tom",OK04,"$10,000",,
General Atomics,N00044298,"Garcia, Mike",CA25,"$10,000",,
General Atomics,N00013323,"Graves, Sam",MO06,"$12,500",,
General Atomics,N00043298,"Hyde-Smith, Cindy",MSS1,"$12,500",,
General Atomics,N00007017,"Issa, Darrell",CA50,"$11,500",,
General Atomics,N00037003,"Kelly, Trent",MS01,"$10,000",,
General Atomics,N00007248,"Nunes, Devin",CA22,"$15,000",,
General Atomics,N00003473,"Rogers, Hal",KY05,"$11,000",,
General Atomics,N00024759,"Rogers, Mike D",AL03,"$16,000",,
North Carolina Farm Bureau,N00033527,"Rouzer, David",NC07,"$10,000",,
International Council of Shopping Centers,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Southern Glazer's Wine & Spirits,N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
Enterprise Rent-A-Car,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Enterprise Rent-A-Car,N00013323,"Graves, Sam",MO06,"$15,000",,
